"ID","Metadata","Localized Name"
"immersiveengineering:connector","1","LV Wire Relay"
"immersiveengineering:connector","2","MV Wire Connector"
"immersiveengineering:connector","3","MV Wire Relay"
"immersiveengineering:connector","4","HV Wire Connector"
"immersiveengineering:connector","5","HV Wire Relay"
"immersiveengineering:connector","6","Structural Cable Connector"
"immersiveengineering:connector","7","Transformer"
"immersiveengineering:connector","8","HV Transformer"
"immersiveengineering:connector","9","Breaker Switch"
"immersiveengineering:connector","10","Redstone Breaker"
"immersiveengineering:connector","11","Current Transformer"
"immersiveengineering:connector","12","Redstone Wire Connector"
"immersiveengineering:conveyor","0","tile.immersiveengineering.conveyor..name"
"immersiveengineering:coresample","0","Core Sample"
"immersiveengineering:drill","0","Mining Drill"
"immersiveengineering:drillhead","0","Steel Drill Head"
"immersiveengineering:drillhead","1","Iron Drill Head"
"immersiveengineering:earmuffs","0","Ear Defenders"
"immersiveengineering:fakeLight","0","tile.immersiveengineering.fakeLight.air.name"
"immersiveengineering:faradaySuit_chest","0","Faraday Chestplate"
"immersiveengineering:faradaySuit_feet","0","Faraday Boots"
"immersiveengineering:faradaySuit_head","0","Faraday Helmet"
"immersiveengineering:faradaySuit_legs","0","Faraday Leggings"
"immersiveengineering:fluidBiodiesel","0","Biodiesel"
"immersiveengineering:fluidConcrete","0","Liquid Concrete"
"immersiveengineering:fluidCreosote","0","Creosote Oil"
"immersiveengineering:fluidEthanol","0","Ethanol"
"immersiveengineering:fluidPlantoil","0","Plant Oil"
"immersiveengineering:fluorescentTube","0","Fluorescent Tube"
"immersiveengineering:graphiteElectrode","0","Graphite Electrode"
"immersiveengineering:hemp","0","Industrial Hemp"
"immersiveengineering:jerrycan","0","Jerrycan"
"immersiveengineering:material","0","Treated Stick"
"immersiveengineering:material","1","Iron Rod"
"immersiveengineering:material","2","Steel Rod"
"immersiveengineering:material","3","Aluminium Rod"
"immersiveengineering:material","4","Industrial Hemp Fiber"
"immersiveengineering:material","5","Tough Fabric"
"immersiveengineering:material","6","Coal Coke"
"immersiveengineering:material","7","Slag"
"immersiveengineering:material","8","Iron Mechanical Component"
"immersiveengineering:material","9","Steel Mechanical Component"
"immersiveengineering:material","10","Waterwheel Segment"
"immersiveengineering:material","11","Windmill Blade"
"immersiveengineering:material","12","Improved Windmill Blade"
"immersiveengineering:material","13","Wooden Grip"
"immersiveengineering:material","14","Revolver Barrel"
"immersiveengineering:material","15","Revolver Drum"
"immersiveengineering:material","16","Revolver Hammer"
"immersiveengineering:material","17","Coke Dust"
"immersiveengineering:material","18","HOP Graphite Dust"
"immersiveengineering:material","19","HOP Graphite Ingot"
"immersiveengineering:material","20","Copper Wire"
"immersiveengineering:material","21","Electrum Wire"
"immersiveengineering:material","22","Aluminium Wire"
"immersiveengineering:material","23","Steel Wire"
"immersiveengineering:metal","0","Copper Ingot"
"immersiveengineering:metal","1","Aluminium Ingot"
"immersiveengineering:metal","2","Lead Ingot"
"immersiveengineering:metal","3","Silver Ingot"
"immersiveengineering:metal","4","Nickel Ingot"
"immersiveengineering:metal","5","Uranium Ingot"
"immersiveengineering:metal","6","Constantan Ingot"
"immersiveengineering:metal","7","Electrum Ingot"
"immersiveengineering:metal","8","Steel Ingot"
"immersiveengineering:metal","9","Copper Grit"
"immersiveengineering:metal","10","Aluminium Grit"
"immersiveengineering:metal","11","Lead Grit"
"immersiveengineering:metal","12","Silver Grit"
"immersiveengineering:metal","13","Nickel Grit"
"immersiveengineering:metal","14","Uranium Grit"
"immersiveengineering:metal","15","Constantan Grit"
"immersiveengineering:metal","16","Electrum Grit"
"immersiveengineering:metal","17","Steel Grit"
"immersiveengineering:metal","18","Iron Grit"
"immersiveengineering:metal","19","Gold Grit"
"immersiveengineering:metal","20","Copper Nugget"
"immersiveengineering:metal","21","Aluminium Nugget"
"immersiveengineering:metal","22","Lead Nugget"
"immersiveengineering:metal","23","Silver Nugget"
"immersiveengineering:metal","24","Nickel Nugget"
"immersiveengineering:metal","25","Uranium Nugget"
"immersiveengineering:metal","26","Constantan Nugget"
"immersiveengineering:metal","27","Electrum Nugget"
"immersiveengineering:metal","28","Steel Nugget"
"immersiveengineering:metal","29","Iron Nugget"
"immersiveengineering:metal","30","Copper Plate"
"immersiveengineering:metal","31","Aluminium Plate"
"immersiveengineering:metal","32","Lead Plate"
"immersiveengineering:metal","33","Silver Plate"
"immersiveengineering:metal","34","Nickel Plate"
"immersiveengineering:metal","35","Uranium Plate"
"immersiveengineering:metal","36","Constantan Plate"
"immersiveengineering:metal","37","Electrum Plate"
"immersiveengineering:metal","38","Steel Plate"
"immersiveengineering:metal","39","Iron Plate"
"immersiveengineering:metal","40","Gold Plate"
"immersiveengineering:metalDecoration0","0","Copper Coil Block"
"immersiveengineering:metalDecoration0","1","Electrum Coil Block"
"immersiveengineering:metalDecoration0","2","High-Voltage Coil Block"
"immersiveengineering:metalDecoration0","3","Redstone Engineering Block"
"immersiveengineering:metalDecoration0","4","Light Engineering Block"
"immersiveengineering:metalDecoration0","5","Heavy Engineering Block"
"immersiveengineering:metalDecoration0","6","Generator Block"
"immersiveengineering:metalDecoration0","7","Radiator Block"
"immersiveengineering:metalDecoration1","0","Steel Fence"
"immersiveengineering:metalDecoration1","1","Steel Scaffolding"
"immersiveengineering:metalDecoration1","2","Steel Scaffolding"
"immersiveengineering:metalDecoration1","3","Steel Scaffolding"
"immersiveengineering:metalDecoration1","4","Aluminium Fence"
"immersiveengineering:metalDecoration1","5","Aluminium Scaffolding"
"immersiveengineering:metalDecoration1","6","Aluminium Scaffolding"
"immersiveengineering:metalDecoration1","7","Aluminium Scaffolding"
"immersiveengineering:metalDecoration2","0","Steel Post"
"immersiveengineering:metalDecoration2","1","Steel Wallmount"
"immersiveengineering:metalDecoration2","2","Aluminium Post"
"immersiveengineering:metalDecoration2","3","Aluminium Wallmount"
"immersiveengineering:metalDecoration2","4","Lantern"
"immersiveengineering:metalDecoration2","5","Razor Wire"
"immersiveengineering:metalDevice0","0","LV Capacitor"
"immersiveengineering:metalDevice0","1","MV Capacitor"
"immersiveengineering:metalDevice0","2","HV Capacitor"
"immersiveengineering:metalDevice0","3","Creative Capacitor"
"immersiveengineering:metalDevice0","4","Metal Barrel"
"immersiveengineering:metalDevice0","5","Fluid Pump"
"immersiveengineering:metalDevice0","6","Fluid Outlet"
"immersiveengineering:metalDevice1","0","Blast Furnace Preheater"
"immersiveengineering:metalDevice1","1","External Heater"
"immersiveengineering:metalDevice1","2","Kinetic Dynamo"
"immersiveengineering:metalDevice1","3","Thermoelectric Generator"
"immersiveengineering:metalDevice1","4","Powered Lantern"
"immersiveengineering:metalDevice1","5","Charging Station"
"immersiveengineering:metalDevice1","6","Fluid Pipe"
"immersiveengineering:metalDevice1","7","Core Sample Drill"
"immersiveengineering:metalDevice1","8","Tesla Coil"
"immersiveengineering:metalDevice1","9","Floodlight"
"immersiveengineering:metalDevice1","10","Chemthrower Turret"
"immersiveengineering:metalDevice1","11","Gun Turret"
"immersiveengineering:metalDevice1","13","Garden Cloche"
"immersiveengineering:mold","0","Metal Press Mold: Plate"
"immersiveengineering:mold","1","Metal Press Mold: Gear"
"immersiveengineering:mold","2","Metal Press Mold: Rod"
"immersiveengineering:mold","3","Metal Press Mold: Bullet Casing"
"immersiveengineering:mold","4","Metal Press Mold: Wire"
"immersiveengineering:molten_constantan","0","Molten Constantan"
"immersiveengineering:molten_uranium","0","Molten Uranium"
"immersiveengineering:ore","0","Copper Ore"
"immersiveengineering:ore","1","Bauxite Ore"
"immersiveengineering:ore","2","Lead Ore"
"immersiveengineering:ore","3","Silver Ore"
"immersiveengineering:ore","4","Nickel Ore"
"immersiveengineering:ore","5","Uranium Ore"
"immersiveengineering:railgun","0","Railgun"
"immersiveengineering:revolver","0","Revolver"
"immersiveengineering:revolver","1","Revolver Speedloader"
"immersiveengineering:seed","0","Industrial Hemp Seeds"
"immersiveengineering:shader","0","Shader"
"immersiveengineering:shaderBag","0","Common Shader Grabbag"
"immersiveengineering:sheetmetal","0","Copper Sheetmetal"
"immersiveengineering:sheetmetal","1","Aluminium Sheetmetal"
"immersiveengineering:sheetmetal","2","Lead Sheetmetal"
"immersiveengineering:sheetmetal","3","Silver Sheetmetal"
"immersiveengineering:sheetmetal","4","Nickel Sheetmetal"
"immersiveengineering:sheetmetal","5","Uranium Sheetmetal"
"immersiveengineering:sheetmetal","6","Constantan Sheetmetal"
"immersiveengineering:sheetmetal","7","Electrum Sheetmetal"
"immersiveengineering:sheetmetal","8","Steel Sheetmetal"
"immersiveengineering:sheetmetal","9","Iron Sheetmetal"
"immersiveengineering:sheetmetal","10","Gold Sheetmetal"
"immersiveengineering:sheetmetalSlab","0","Copper Sheetmetal Slab"
"immersiveengineering:sheetmetalSlab","1","Aluminium Sheetmetal Slab"
"immersiveengineering:sheetmetalSlab","2","Lead Sheetmetal Slab"
"immersiveengineering:sheetmetalSlab","3","Silver Sheetmetal Slab"
"immersiveengineering:sheetmetalSlab","4","Nickel Sheetmetal Slab"
"immersiveengineering:sheetmetalSlab","5","Uranium Sheetmetal Slab"
"immersiveengineering:sheetmetalSlab","6","Constantan Sheetmetal Slab"
"immersiveengineering:sheetmetalSlab","7","Electrum Sheetmetal Slab"
"immersiveengineering:sheetmetalSlab","8","Steel Sheetmetal Slab"
"immersiveengineering:sheetmetalSlab","9","Iron Sheetmetal Slab"
"immersiveengineering:sheetmetalSlab","10","Gold Sheetmetal Slab"
"immersiveengineering:skyhook","0","Engineer's Skyhook"
"immersiveengineering:stoneDecoration","0","Coke Brick"
"immersiveengineering:stoneDecoration","1","Blast Brick"
"immersiveengineering:stoneDecoration","2","Reinforced Blast Brick"
"immersiveengineering:stoneDecoration","3","Block of Coal Coke"
"immersiveengineering:stoneDecoration","4","Hempcrete"
"immersiveengineering:stoneDecoration","5","Concrete"
"immersiveengineering:stoneDecoration","6","Concrete Tile"
"immersiveengineering:stoneDecoration","7","Leaded Concrete"
"immersiveengineering:stoneDecoration","8","Insulating Glass"
"immersiveengineering:stoneDecorationSlab","0","Coke Brick Slab"
"immersiveengineering:stoneDecorationSlab","1","Blast Brick Slab"
"immersiveengineering:stoneDecorationSlab","2","Reinforced Blast Brick Slab"
"immersiveengineering:stoneDecorationSlab","4","Hempcrete Slab"
"immersiveengineering:stoneDecorationSlab","5","Concrete Slab"
"immersiveengineering:stoneDecorationSlab","6","Concrete Tile Slab"
"immersiveengineering:stoneDecorationSlab","7","Leaded Concrete Slab"
"immersiveengineering:stoneDecorationStairs_concrete","0","Concrete Stairs"
"immersiveengineering:stoneDecorationStairs_concrete_leaded","0","Leaded Concrete Stairs"
"immersiveengineering:stoneDecorationStairs_concrete_tile","0","Concrete Tile Stairs"
"immersiveengineering:stoneDecorationStairs_hempcrete","0","Hempcrete Stairs"
"immersiveengineering:stoneDevice","3","Concrete Sheet"
"immersiveengineering:stoneDevice","4","Concrete Panel"
"immersiveengineering:stoneDevice","5","Concrete Chunk"
"immersiveengineering:storage","0","Block of Copper"
"immersiveengineering:storage","1","Block of Aluminium"
"immersiveengineering:storage","2","Block of Lead"
"immersiveengineering:storage","3","Block of Silver"
"immersiveengineering:storage","4","Block of Nickel"
"immersiveengineering:storage","5","Block of Uranium"
"immersiveengineering:storage","6","Block of Constantan"
"immersiveengineering:storage","7","Block of Electrum"
"immersiveengineering:storage","8","Block of Steel"
"immersiveengineering:storageSlab","0","Copper Slab"
"immersiveengineering:storageSlab","1","Aluminium Slab"
"immersiveengineering:storageSlab","2","Lead Slab"
"immersiveengineering:storageSlab","3","Silver Slab"
"immersiveengineering:storageSlab","4","Nickel Slab"
"immersiveengineering:storageSlab","5","Uranium Slab"
"immersiveengineering:storageSlab","6","Constantan Slab"
"immersiveengineering:storageSlab","7","Electrum Slab"
"immersiveengineering:storageSlab","8","Steel Slab"
"immersiveengineering:tool","0","Engineer's Hammer"
"immersiveengineering:tool","1","Engineer's Wire Cutters"
"immersiveengineering:tool","2","Engineer's Voltmeter"
"immersiveengineering:tool","3","Engineer's Manual"
"immersiveengineering:toolbox","0","Engineer's Toolbox"
"immersiveengineering:toolupgrade","0","Pressurized Air Tank"
"immersiveengineering:toolupgrade","1","item.immersiveengineering.toolupgrade.drillLube.name"
"immersiveengineering:toolupgrade","2","Additional Augers"
"immersiveengineering:toolupgrade","3","Large Tank"
"immersiveengineering:toolupgrade","4","Bayonet"
"immersiveengineering:toolupgrade","5","Extended Magazine"
"immersiveengineering:toolupgrade","6","Amplifier Electron Tubes"
"immersiveengineering:toolupgrade","7","Focused Nozzle"
"immersiveengineering:toolupgrade","8","Precision Scope"
"immersiveengineering:toolupgrade","9","Additional Capacitors"
"immersiveengineering:treatedWood","0","Treated Wood Planks"
"immersiveengineering:treatedWood","1","Treated Wood Planks"
"immersiveengineering:treatedWood","2","Treated Wood Planks"
"immersiveengineering:treatedWoodSlab","0","Treated Wood Slab"
"immersiveengineering:treatedWoodSlab","1","Treated Wood Slab"
"immersiveengineering:treatedWoodSlab","2","Treated Wood Slab"
"immersiveengineering:treatedWoodStairs0","0","Treated Wood Stairs"
"immersiveengineering:treatedWoodStairs1","0","Treated Wood Stairs"
"immersiveengineering:treatedWoodStairs2","0","Treated Wood Stairs"
"immersiveengineering:wirecoil","0","LV Wire Coil"
"immersiveengineering:wirecoil","1","MV Wire Coil"
"immersiveengineering:wirecoil","2","HV Wire Coil"
"immersiveengineering:wirecoil","3","Hemp Rope Coil"
"immersiveengineering:wirecoil","4","Steel Cable Coil"
"immersiveengineering:wirecoil","5","Redstone Wire Coil"
"immersiveengineering:woodenDecoration","0","Treated Wood Fence"
"immersiveengineering:woodenDecoration","1","Treated Wood Scaffolding"
"immersiveengineering:woodenDevice0","0","Wooden Storage Crate"
"immersiveengineering:woodenDevice0","1","Wooden Barrel"
"immersiveengineering:woodenDevice0","2","Engineer's Workbench"
"immersiveengineering:woodenDevice0","3","Item Router"
"immersiveengineering:woodenDevice0","4","Gunpowder Barrel"
"immersiveengineering:woodenDevice0","5","Reinforced Storage Crate"
"immersiveengineering:woodenDevice0","6","Turntable"
"immersiveengineering:woodenDevice0","7","Fluid Router"
"immersiveengineering:woodenDevice1","0","Water Wheel"
"immersiveengineering:woodenDevice1","1","Windmill"
"immersiveengineering:woodenDevice1","2","Improved Windmill"
"immersiveengineering:woodenDevice1","3","Wooden Post"
"immersiveengineering:woodenDevice1","4","Wooden Wallmount"
"libvulpes:advStructureMachine","0","Advanced Machine Structure"
"libvulpes:advancedMotor","0","Advanced Motor"
"libvulpes:battery","0","Small Battery"
"libvulpes:battery","1","2x Small Battery"
"libvulpes:blockPhantom","0","tile.blockPhantom.name"
"libvulpes:coalGenerator","0","Coal Generator"
"libvulpes:coil0","2","Gold Coil"
"libvulpes:coil0","4","Copper Coil"
"libvulpes:coil0","7","Titanium Coil"
"libvulpes:coil0","9","Aluminum Coil"
"libvulpes:coil0","10","Iridium Coil"
"libvulpes:creativePowerBattery","0","Creative Power Input Plug"
"libvulpes:eliteMotor","0","Elite Motor"
"libvulpes:enhancedMotor","0","Enhanced Motor"
"libvulpes:forgePowerInput","0","Power Input Plug"
"libvulpes:forgePowerOutput","0","Power Output Plug"
"libvulpes:hatch","0","Input Hatch"
"libvulpes:hatch","1","Output Hatch"
"libvulpes:hatch","2","Fluid Input Hatch"
"libvulpes:hatch","3","Fluid Output Hatch"
"libvulpes:holoProjector","0","Holo-Projector"
"libvulpes:linker","0","Linker"
"libvulpes:metal0","4","Copper Block"
"libvulpes:metal0","5","Tin Block"
"libvulpes:metal0","6","Steel Block"
"libvulpes:metal0","7","Titanium Block"
"libvulpes:metal0","9","Aluminum Block"
"libvulpes:metal0","10","Iridium Block"
"libvulpes:motor","0","Motor"
"libvulpes:ore0","0","Dilithium Ore"
"libvulpes:ore0","4","Copper Ore"
"libvulpes:ore0","5","Tin Ore"
"libvulpes:ore0","8","Rutile Ore"
"libvulpes:ore0","9","Aluminum Ore"
"libvulpes:ore0","10","Iridium Ore"
"libvulpes:placeHolder","0","Machine"
"libvulpes:productboule","3","Silicon Boule"
"libvulpes:productcrystal","0","Dilithium Crystal"
"libvulpes:productdust","0","Dilithium Dust"
"libvulpes:productdust","1","Iron Dust"
"libvulpes:productdust","2","Gold Dust"
"libvulpes:productdust","3","Silicon Dust"
"libvulpes:productdust","4","Copper Dust"
"libvulpes:productdust","5","Tin Dust"
"libvulpes:productdust","6","Steel Dust"
"libvulpes:productdust","7","Titanium Dust"
"libvulpes:productdust","9","Aluminum Dust"
"libvulpes:productdust","10","Iridium Dust"
"libvulpes:productfan","6","Steel Fan"
"libvulpes:productgear","6","Steel Gear"
"libvulpes:productgear","7","Titanium Gear"
"libvulpes:productingot","3","Silicon Ingot"
"libvulpes:productingot","4","Copper Ingot"
"libvulpes:productingot","5","Tin Ingot"
"libvulpes:productingot","6","Steel Ingot"
"libvulpes:productingot","7","Titanium Ingot"
"libvulpes:productingot","9","Aluminum Ingot"
"libvulpes:productingot","10","Iridium Ingot"
"libvulpes:productnugget","3","Silicon Nugget"
"libvulpes:productnugget","4","Copper Nugget"
"libvulpes:productnugget","5","Tin Nugget"
"libvulpes:productnugget","6","Steel Nugget"
"libvulpes:productnugget","7","Titanium Nugget"
"libvulpes:productnugget","9","Aluminum Nugget"
"libvulpes:productnugget","10","Iridium Nugget"
"libvulpes:productplate","1","Iron Plate"
"libvulpes:productplate","2","Gold Plate"
"libvulpes:productplate","3","Silicon Plate"
"libvulpes:productplate","4","Copper Plate"
"libvulpes:productplate","5","Tin Plate"
"libvulpes:productplate","6","Steel Plate"
"libvulpes:productplate","7","Titanium Plate"
"libvulpes:productplate","9","Aluminum Plate"
"libvulpes:productplate","10","Iridium Plate"
"libvulpes:productrod","1","Iron Rod"
"libvulpes:productrod","4","Copper Rod"
"libvulpes:productrod","6","Steel Rod"
"libvulpes:productrod","7","Titanium Rod"
"libvulpes:productrod","10","Iridium Rod"
"libvulpes:productsheet","1","Iron Sheet"
"libvulpes:productsheet","4","Copper Sheet"
"libvulpes:productsheet","6","Steel Sheet"
"libvulpes:productsheet","7","Titanium Sheet"
"libvulpes:productsheet","9","Aluminum Sheet"
"libvulpes:structureMachine","0","Machine Structure"
"malisisdoors:camoFenceGate","0","Camo Fence Gate"
"malisisdoors:carriage_door","0","Carriage Door"
"malisisdoors:curtain_black","0","Black Curtain"
"malisisdoors:curtain_blue","0","Blue Curtain"
"malisisdoors:curtain_brown","0","Brown Curtain"
"malisisdoors:curtain_cyan","0","Cyan Curtain"
"malisisdoors:curtain_gray","0","Gray Curtain"
"malisisdoors:curtain_green","0","Green Curtain"
"malisisdoors:curtain_light_blue","0","Light Blue Curtain"
"malisisdoors:curtain_lime","0","Lime Curtain"
"malisisdoors:curtain_magenta","0","Magenta Curtain"
"malisisdoors:curtain_orange","0","Orange Curtain"
"malisisdoors:curtain_pink","0","Pink Curtain"
"malisisdoors:curtain_purple","0","Purple Curtain"
"malisisdoors:curtain_red","0","Red Curtain"
"malisisdoors:curtain_silver","0","SilverCurtain"
"malisisdoors:curtain_white","0","White Curtain"
"malisisdoors:curtain_yellow","0","Yellow Curtain"
"malisisdoors:customDoorItem","0","item.customDoorItem.name"
"malisisdoors:door_factory","0","Door Factory"
"malisisdoors:factory_door","0","Factory Door"
"malisisdoors:forcefieldItem","0","Forcefield Controller"
"malisisdoors:garage_door","0","Garage Door"
"malisisdoors:hitechdoor","0","Hi-tech Door"
"malisisdoors:iron_sliding_door","0","Iron Glass Door"
"malisisdoors:jail_door","0","Jail Door"
"malisisdoors:laboratory_door","0","Laboratory Door"
"malisisdoors:medieval_door","0","Medieval Door"
"malisisdoors:rustyHandle","0","Rusty Handle"
"malisisdoors:rustyHatch","0","Rusty Hatch"
"malisisdoors:rustyLadder","0","Rusty Ladder"
"malisisdoors:saloon","0","Saloon Door"
"malisisdoors:shoji_door","0","Shoji Door"
"malisisdoors:sliding_trapdoor","0","Sliding Trapdoor"
"malisisdoors:trapdoor_acacia","0","Acacia Trapdoor"
"malisisdoors:trapdoor_birch","0","Birch Trapdoor"
"malisisdoors:trapdoor_dark_oak","0","Dark Oak Trapdoor"
"malisisdoors:trapdoor_jungle","0","Jungle Trapdoor"
"malisisdoors:trapdoor_spruce","0","Spruce Trapdoor"
"malisisdoors:verticalHatch","0","Reinforced Door"
"malisisdoors:wood_sliding_door","0","Wooden Glass Door"
"minecraft:acacia_boat","0","Acacia Boat"
"minecraft:acacia_door","0","Acacia Door"
"minecraft:acacia_fence","0","Acacia Fence"
"minecraft:acacia_fence_gate","0","Acacia Fence Gate"
"minecraft:acacia_stairs","0","Acacia Wood Stairs"
"minecraft:activator_rail","0","Activator Track"
"minecraft:anvil","0","Anvil"
"minecraft:anvil","1","Slightly Damaged Anvil"
"minecraft:anvil","2","Very Damaged Anvil"
"minecraft:apple","0","Apple"
"minecraft:armor_stand","0","Armor Stand"
"minecraft:arrow","0","Arrow"
"minecraft:baked_potato","0","Baked Potato"
"minecraft:banner","15","White Banner"
"minecraft:banner","14","Orange Banner"
"minecraft:banner","13","Magenta Banner"
"minecraft:banner","12","Light Blue Banner"
"minecraft:banner","11","Yellow Banner"
"minecraft:banner","10","Lime Banner"
"minecraft:banner","9","Pink Banner"
"minecraft:banner","8","Gray Banner"
"minecraft:banner","7","Light Gray Banner"
"minecraft:banner","6","Cyan Banner"
"minecraft:banner","5","Purple Banner"
"minecraft:banner","4","Blue Banner"
"minecraft:banner","3","Brown Banner"
"minecraft:banner","2","Green Banner"
"minecraft:banner","1","Red Banner"
"minecraft:banner","0","Black Banner"
"minecraft:barrier","0","Barrier"
"minecraft:beacon","0","Beacon"
"minecraft:bed","0","Bed"
"minecraft:bedrock","0","Bedrock"
"minecraft:beef","0","Raw Beef"
"minecraft:beetroot","0","Beetroot"
"minecraft:beetroot_seeds","0","Beetroot Seeds"
"minecraft:beetroot_soup","0","Beetroot Soup"
"minecraft:birch_boat","0","Birch Boat"
"minecraft:birch_door","0","Birch Door"
"minecraft:birch_fence","0","Birch Fence"
"minecraft:birch_fence_gate","0","Birch Fence Gate"
"minecraft:birch_stairs","0","Birch Wood Stairs"
"minecraft:blaze_powder","0","Blaze Powder"
"minecraft:blaze_rod","0","Blaze Rod"
"minecraft:boat","0","Oak Boat"
"minecraft:bone","0","Bone"
"minecraft:bone_block","0","Bone Block"
"minecraft:book","0","Book"
"minecraft:bookshelf","0","Bookshelf"
"minecraft:bow","0","Bow"
"minecraft:bowl","0","Bowl"
"minecraft:bread","0","Bread"
"minecraft:brewing_stand","0","Brewing Stand"
"minecraft:brick","0","Brick"
"minecraft:brick_block","0","Bricks"
"minecraft:brick_stairs","0","Brick Stairs"
"minecraft:brown_mushroom","0","Mushroom"
"minecraft:brown_mushroom_block","0","Mushroom"
"minecraft:bucket","0","Bucket"
"minecraft:cactus","0","Cactus"
"minecraft:cake","0","Cake"
"minecraft:carpet","0","Carpet"
"minecraft:carpet","1","Orange Carpet"
"minecraft:carpet","2","Magenta Carpet"
"minecraft:carpet","3","Light Blue Carpet"
"minecraft:carpet","4","Yellow Carpet"
"minecraft:carpet","5","Lime Carpet"
"minecraft:carpet","6","Pink Carpet"
"minecraft:carpet","7","Gray Carpet"
"minecraft:carpet","8","Light Gray Carpet"
"minecraft:carpet","9","Cyan Carpet"
"minecraft:carpet","10","Purple Carpet"
"minecraft:carpet","11","Blue Carpet"
"minecraft:carpet","12","Brown Carpet"
"minecraft:carpet","13","Green Carpet"
"minecraft:carpet","14","Red Carpet"
"minecraft:carpet","15","Black Carpet"
"minecraft:carrot","0","Carrot"
"minecraft:carrot_on_a_stick","0","Carrot on a Stick"
"minecraft:cauldron","0","Cauldron"
"minecraft:chain_command_block","0","Chain Command Block"
"minecraft:chainmail_boots","0","Chain Boots"
"minecraft:chainmail_chestplate","0","Chain Chestplate"
"minecraft:chainmail_helmet","0","Chain Helmet"
"minecraft:chainmail_leggings","0","Chain Leggings"
"minecraft:chest","0","Chest"
"minecraft:chest_minecart","0","Chest Cart"
"minecraft:chicken","0","Raw Chicken"
"minecraft:chorus_flower","0","Chorus Flower"
"minecraft:chorus_fruit","0","Chorus Fruit"
"minecraft:chorus_fruit_popped","0","Popped Chorus Fruit"
"minecraft:chorus_plant","0","Chorus Plant"
"minecraft:clay","0","Clay"
"minecraft:clay_ball","0","Clay"
"minecraft:clock","0","Clock"
"minecraft:coal","0","Coal"
"minecraft:coal","1","Charcoal"
"minecraft:coal_block","0","Block of Coal"
"minecraft:coal_ore","0","Coal Ore"
"minecraft:cobblestone","0","Cobblestone"
"minecraft:cobblestone_wall","0","Cobblestone Wall"
"minecraft:cobblestone_wall","1","Mossy Cobblestone Wall"
"minecraft:command_block","0","Command Block"
"minecraft:command_block_minecart","0","Minecart with Command Block"
"minecraft:comparator","0","Redstone Comparator"
"minecraft:compass","0","Compass"
"minecraft:cooked_beef","0","Steak"
"minecraft:cooked_chicken","0","Cooked Chicken"
"minecraft:cooked_fish","0","Cooked Fish"
"minecraft:cooked_fish","1","Cooked Salmon"
"minecraft:cooked_mutton","0","Cooked Mutton"
"minecraft:cooked_porkchop","0","Cooked Porkchop"
"minecraft:cooked_rabbit","0","Cooked Rabbit"
"minecraft:cookie","0","Cookie"
"minecraft:crafting_table","0","Crafting Table"
"minecraft:dark_oak_boat","0","Dark Oak Boat"
"minecraft:dark_oak_door","0","Dark Oak Door"
"minecraft:dark_oak_fence","0","Dark Oak Fence"
"minecraft:dark_oak_fence_gate","0","Dark Oak Fence Gate"
"minecraft:dark_oak_stairs","0","Dark Oak Wood Stairs"
"minecraft:daylight_detector","0","Daylight Sensor"
"minecraft:deadbush","0","Dead Bush"
"minecraft:detector_rail","0","Detector Track"
"minecraft:diamond","0","Diamond"
"minecraft:diamond_axe","0","Diamond Axe"
"minecraft:diamond_block","0","Block of Diamond"
"minecraft:diamond_boots","0","Diamond Boots"
"minecraft:diamond_chestplate","0","Diamond Chestplate"
"minecraft:diamond_helmet","0","Diamond Helmet"
"minecraft:diamond_hoe","0","Diamond Hoe"
"minecraft:diamond_horse_armor","0","Diamond Horse Armor"
"minecraft:diamond_leggings","0","Diamond Leggings"
"minecraft:diamond_ore","0","Diamond Ore"
"minecraft:diamond_pickaxe","0","Diamond Pickaxe"
"minecraft:diamond_shovel","0","Diamond Shovel"
"minecraft:diamond_sword","0","Diamond Sword"
"minecraft:dirt","0","Dirt"
"minecraft:dirt","1","Coarse Dirt"
"minecraft:dirt","2","Podzol"
"minecraft:dispenser","0","Dispenser"
"minecraft:double_plant","0","Sunflower"
"minecraft:double_plant","1","Lilac"
"minecraft:double_plant","2","Double Tallgrass"
"minecraft:double_plant","3","Large Fern"
"minecraft:double_plant","4","Rose Bush"
"minecraft:double_plant","5","Peony"
"minecraft:dragon_breath","0","Dragon's Breath"
"minecraft:dragon_egg","0","Dragon Egg"
"minecraft:dropper","0","Dropper"
"minecraft:dye","0","Ink Sac"
"minecraft:dye","1","Rose Red"
"minecraft:dye","2","Cactus Green"
"minecraft:dye","3","Cocoa Beans"
"minecraft:dye","4","Lapis Lazuli"
"minecraft:dye","5","Purple Dye"
"minecraft:dye","6","Cyan Dye"
"minecraft:dye","7","Light Gray Dye"
"minecraft:dye","8","Gray Dye"
"minecraft:dye","9","Pink Dye"
"minecraft:dye","10","Lime Dye"
"minecraft:dye","11","Dandelion Yellow"
"minecraft:dye","12","Light Blue Dye"
"minecraft:dye","13","Magenta Dye"
"minecraft:dye","14","Orange Dye"
"minecraft:dye","15","Bone Meal"
"minecraft:egg","0","Egg"
"minecraft:elytra","0","Elytra"
"minecraft:emerald","0","Emerald"
"minecraft:emerald_block","0","Block of Emerald"
"minecraft:emerald_ore","0","Emerald Ore"
"minecraft:enchanted_book","0","Enchanted Book"
